"contributors_enabled","created_at","default_profile","default_profile_image","description","entities__url__urls__display_url","entities__url__urls__expanded_url","entities__url__urls__indices__001","entities__url__urls__indices__002","entities__url__urls__url","favourites_count","follow_request_sent","followers_count","following","friends_count","geo_enabled","has_extended_profile","id","id_str","is_translation_enabled","is_translator","lang","listed_count","location","name","notifications","profile_background_color","profile_background_image_url","profile_background_image_url_https","profile_background_tile","profile_banner_url","profile_image_url","profile_image_url_https","profile_link_color","profile_sidebar_border_color","profile_sidebar_fill_color","profile_text_color","profile_use_background_image","protected","screen_name","statuses_count","time_zone","translator_type","url","utc_offset","verified","entities__|","entities__|__urls__display_url","entities__|__urls__expanded_url","entities__|__urls__indices__001","entities__|__urls__indices__002","entities__|__urls__url","entities__description__urls__display_url","entities__description__urls__expanded_url","entities__description__urls__indices__001","entities__description__urls__indices__002","entities__description__urls__url"
"False","1297200963","False","False","Representing California's 18th Congressional District--the heart of Silicon Valley.","facebook.com/RepAnnaEshoo","http://www.facebook.com/RepAnnaEshoo","0","22","http://t.co/kDThNgg9my","15","False","25276","False","774","True","False","249348006","249348006","False","False","en","986","Palo Alto, CA","Rep. Anna G. Eshoo","False","6B0D0D","http://abs.twimg.com/images/themes/theme1/bg.png","https://abs.twimg.com/images/themes/theme1/bg.png","False","https://pbs.twimg.com/profile_banners/249348006/1437061809","http://pbs.twimg.com/profile_images/751126964505903105/w_U6ZC8j_normal.jpg","https://pbs.twimg.com/profile_images/751126964505903105/w_U6ZC8j_normal.jpg","3B94D9","C0DEED","DDEEF6","333333","False","False","RepAnnaEshoo","1543","null","none","http://t.co/kDThNgg9my","null","True","","","","","","","","","","",""
"False","1357244962","True","False","Honored to serve the people of New Hampshire’s Second District in Congress.","kuster.house.gov","http://kuster.house.gov/","0","22","http://t.co/1ApjVskz3y","137","False","11221","False","2518","False","False","1058717720","1058717720","False","False","en","617","NH's 2nd District","Ann McLane Kuster","False","C0DEED","http://abs.twimg.com/images/themes/theme1/bg.png","https://abs.twimg.com/images/themes/theme1/bg.png","False","https://pbs.twimg.com/profile_banners/1058717720/1359664710","http://pbs.twimg.com/profile_images/859420869008994304/SGpr9ua7_normal.jpg","https://pbs.twimg.com/profile_images/859420869008994304/SGpr9ua7_normal.jpg","1DA1F2","C0DEED","DDEEF6","333333","True","False","RepAnnieKuster","2701","Atlantic Time (Canada)","none","http://t.co/1ApjVskz3y","-10800","True","","","","","","","","","","",""
"False","1356998505","False","False","Official Twitter account for Congresswoman Ann Wagner-- proudly Representing the 2nd Congressional District of Missouri\r\nhttp://t.co/ozYKLyoI","","","","","","114","False","13197","False","2771","True","False","1051446626","1051446626","True","False","en","636","Ballwin, MO","Ann Wagner","False","C0DEED","http://pbs.twimg.com/profile_background_images/820289353/baca3c285e677108e2bbd14a50a8b06d.jpeg","https://pbs.twimg.com/profile_background_images/820289353/baca3c285e677108e2bbd14a50a8b06d.jpeg","True","https://pbs.twimg.com/profile_banners/1051446626/1422549376","http://pbs.twimg.com/profile_images/378800000119563961/e705a9e31e414148006bd8a034384b35_normal.jpeg","https://pbs.twimg.com/profile_images/378800000119563961/e705a9e31e414148006bd8a034384b35_normal.jpeg","0084B4","FFFFFF","FFF7CC","0C3E53","True","False","RepAnnWagner","2528","Eastern Time (US & Canada)","none","http://t.co/cB2h9V8jY0","-14400","True","description","wagner.house.gov","http://wagner.house.gov/","121","141","http://t.co/ozYKLyoI","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","url","wagner.house.gov","http://wagner.house.gov","0","22","http://t.co/cB2h9V8jY0","","","","",""
"False","1483452404","False","False","The official Twitter account for Congressman Jodey Arrington. Building a better West Texas. Fighting for the future of America.","arrington.house.gov","http://arrington.house.gov","0","23","https://t.co/DZziBJQejF","115","False","1865","False","1019","False","False","816284664658874368","816284664658874368","False","False","en","91","West Texas","Rep. Arrington","False","000000","http://abs.twimg.com/images/themes/theme1/bg.png","https://abs.twimg.com/images/themes/theme1/bg.png","False","https://pbs.twimg.com/profile_banners/816284664658874368/1485893365","http://pbs.twimg.com/profile_images/818265271051964417/EaWLT8zh_normal.jpg","https://pbs.twimg.com/profile_images/818265271051964417/EaWLT8zh_normal.jpg","1B95E0","000000","000000","000000","False","False","RepArrington","268","null","none","https://t.co/DZziBJQejF","null","True","","","","","","","","","","",""
"False","1297096108","False","False","Progressive Democrat proudly representing the #EastBay CA-13 in Congress. Working to promote economic & racial justice, peace & human rights in the US & abroad.","lee.house.gov","https://lee.house.gov/","0","23","https://t.co/hfpx6kAg4s","2778","False","121154","False","16415","True","True","248735463","248735463","False","False","en","2311","Washington, DC and Oakland, CA","Rep. Barbara Lee","False","C0DEED","http://pbs.twimg.com/profile_background_images/378800000180650221/0ojQYjvf.jpeg","https://pbs.twimg.com/profile_background_images/378800000180650221/0ojQYjvf.jpeg","False","https://pbs.twimg.com/profile_banners/248735463/1438096272","http://pbs.twimg.com/profile_images/831276027674558470/o7pTafU9_normal.jpg","https://pbs.twimg.com/profile_images/831276027674558470/o7pTafU9_normal.jpg","B71234","FFFFFF","DDEEF6","333333","True","False","RepBarbaraLee","6459","Pacific Time (US & Canada)","none","https://t.co/hfpx6kAg4s","-25200","True","","","","","","","","","","",""
"False","1483583358","True","False","Official account. Honored to represent California's 44th Congressional District #CA44. Member of the @HispanicCaucus @USProgressives  @Dodgers fan.","barragan.house.gov","http://www.barragan.house.gov","0","23","https://t.co/Mt3nPi7hSH","259","False","4134","False","365","False","False","816833925456789505","816833925456789505","False","False","en","152","San Pedro, CA","Nanette D. Barragán","False","F5F8FA","null","null","False","https://pbs.twimg.com/profile_banners/816833925456789505/1483748944","http://pbs.twimg.com/profile_images/827650875573280768/PZit1YuO_normal.jpg","https://pbs.twimg.com/profile_images/827650875573280768/PZit1YuO_normal.jpg","1DA1F2","C0DEED","DDEEF6","333333","True","False","RepBarragan","899","null","none","https://t.co/Mt3nPi7hSH","null","True","","","","","","","","","","",""
"False","1371664029","True","False","Official Twitter account for Congresswoman Joyce Beatty, representing Ohio's Third Congressional District in the U.S. House of Representatives.","beatty.house.gov","http://beatty.house.gov","0","23","https://t.co/ZrsTijMCcM","697","False","13821","False","1235","True","False","1531521632","1531521632","False","False","en","554","Ohio's Third District","Joyce Beatty","False","C0DEED","http://abs.twimg.com/images/themes/theme1/bg.png","https://abs.twimg.com/images/themes/theme1/bg.png","False","https://pbs.twimg.com/profile_banners/1531521632/1462917490","http://pbs.twimg.com/profile_images/616610538584281088/cvL14fuQ_normal.jpg","https://pbs.twimg.com/profile_images/616610538584281088/cvL14fuQ_normal.jpg","1DA1F2","C0DEED","DDEEF6","333333","True","False","RepBeatty","5069","Eastern Time (US & Canada)","none","https://t.co/ZrsTijMCcM","-14400","True","","","","","","","","","","",""
"False","1232586032","False","False","Proudly Representing New Mexico’s 3rd Congressional District. @EnergyCommerce Committee, and Member of @HispanicCaucus. Follows, replies & RTs ≠ endorsement.","lujan.house.gov","http://www.lujan.house.gov","0","22","http://t.co/HYE2dXCzKg","55","False","14070","False","516","True","False","19318314","19318314","False","False","en","972","","Ben Ray Lujan","False","D2B48C","http://abs.twimg.com/images/themes/theme1/bg.png","https://abs.twimg.com/images/themes/theme1/bg.png","False","https://pbs.twimg.com/profile_banners/19318314/1440600520","http://pbs.twimg.com/profile_images/730866698241343491/H0jxDdR4_normal.jpg","https://pbs.twimg.com/profile_images/730866698241343491/H0jxDdR4_normal.jpg","0084B4","BDDCAD","DDFFCC","333333","False","False","repbenraylujan","1380","Quito","none","http://t.co/HYE2dXCzKg","-18000","True","","","","","","","","","","",""
"False","1353029994","True","False","Ami Bera M.D., representing Sacramento County, California #CA7 in the U.S. House of Representatives.","bera.house.gov","http://bera.house.gov/","0","23","https://t.co/sQPbW21qFL","34","False","19540","False","168","False","False","950783972","950783972","False","False","en","714","Elk Grove, California","Congressman Ami Bera","False","C0DEED","http://abs.twimg.com/images/themes/theme1/bg.png","https://abs.twimg.com/images/themes/theme1/bg.png","False","https://pbs.twimg.com/profile_banners/950783972/1492277433","http://pbs.twimg.com/profile_images/722533785481248769/LJz8Qkxj_normal.jpg","https://pbs.twimg.com/profile_images/722533785481248769/LJz8Qkxj_normal.jpg","1DA1F2","C0DEED","DDEEF6","333333","True","False","RepBera","2524","Pacific Time (US & Canada)","none","https://t.co/sQPbW21qFL","-25200","True","","","","","","","","","","",""
"False","1294845623","False","False","I am working hard for Texas families in District 17 to rebuild our national security, improve economic opportunity, and protect our Constitutional liberties.","Flores.House.gov","http://Flores.House.gov/","0","22","http://t.co/KhFWx7QKwG","1224","False","14838","False","2862","True","False","237312687","237312687","False","False","en","888","17th District of Texas","Rep. Bill Flores","False","3D020D","http://pbs.twimg.com/profile_background_images/418429309/Banner_small_7.jpg","https://pbs.twimg.com/profile_background_images/418429309/Banner_small_7.jpg","False","https://pbs.twimg.com/profile_banners/237312687/1487103224","http://pbs.twimg.com/profile_images/558737418287722496/JSryyVjS_normal.jpeg","https://pbs.twimg.com/profile_images/558737418287722496/JSryyVjS_normal.jpeg","0084B4","FFFFFF","DDEEF6","333333","True","False","RepBillFlores","6636","Central Time (US & Canada)","none","http://t.co/KhFWx7QKwG","-18000","True","","","","","","","","","","",""
"False","1357928231","False","False","Congressman Bill Foster is a scientist and businessman representing the 11th Congressional District of Illinois","foster.house.gov/about/full-bio…","http://foster.house.gov/about/full-biography","0","22","http://t.co/bEgQtuCKXN","81","False","13063","False","1972","False","False","1080509366","1080509366","False","False","en","630","Naperville, IL ","Bill Foster","False","C0DEED","http://pbs.twimg.com/profile_background_images/852074035/233e7662072f4cf3cac4b1e1028814a8.jpeg","https://pbs.twimg.com/profile_background_images/852074035/233e7662072f4cf3cac4b1e1028814a8.jpeg","False","https://pbs.twimg.com/profile_banners/1080509366/1371843668","http://pbs.twimg.com/profile_images/654326440079429632/YqEhH_t7_normal.jpg","https://pbs.twimg.com/profile_images/654326440079429632/YqEhH_t7_normal.jpg","116685","FFFFFF","DDEEF6","333333","True","False","RepBillFoster","2345","Pacific Time (US & Canada)","none","http://t.co/bEgQtuCKXN","-25200","True","","","","","","","","","","",""
"False","1288794784","False","False","Proudly representing #Ohio's 6th Congressional District. Energy Enthusiast. Veteran. Husband. Father. Grandfather.","billjohnson.house.gov","http://billjohnson.house.gov/","0","22","http://t.co/qiTALKWyNZ","87","False","24489","False","837","False","False","211530910","211530910","False","False","en","789","Eastern/Southeastern Ohio","Bill Johnson","False","9AE4E8","http://abs.twimg.com/images/themes/theme16/bg.gif","https://abs.twimg.com/images/themes/theme16/bg.gif","False","https://pbs.twimg.com/profile_banners/211530910/1455809657","http://pbs.twimg.com/profile_images/531913598734307328/a-sC-HiK_normal.jpeg","https://pbs.twimg.com/profile_images/531913598734307328/a-sC-HiK_normal.jpeg","0084B4","BDDCAD","DDFFCC","333333","True","False","RepBillJohnson","4637","Eastern Time (US & Canada)","none","http://t.co/qiTALKWyNZ","-14400","True","","","","","","","","","","",""
"False","1236024242","False","False","Member of Congress, Chairman of @transport, and member of @hascrepublicans. Proudly representing the people of PA's 9th district.","shuster.house.gov","http://shuster.house.gov","0","22","http://t.co/cXqRPxrbJ1","7","False","17424","False","1047","False","False","22527499","22527499","False","False","en","1149","Hollidaysburg, PA","Bill Shuster","False","0C0C38","http://pbs.twimg.com/profile_background_images/378800000046588413/29ceb6d23b5bce5e1a561f734b038af6.png","https://pbs.twimg.com/profile_background_images/378800000046588413/29ceb6d23b5bce5e1a561f734b038af6.png","False","https://pbs.twimg.com/profile_banners/22527499/1400702122","http://pbs.twimg.com/profile_images/1181641364/121705WFSPortrait_normal.JPG","https://pbs.twimg.com/profile_images/1181641364/121705WFSPortrait_normal.JPG","2FC2EF","FFFFFF","252429","666666","True","False","RepBillShuster","3142","Eastern Time (US & Canada)","none","http://t.co/cXqRPxrbJ1","-14400","True","","","","","","","","","","",""
"False","1378756388","False","False","Congressman from Missouri's 3rd Congressional District, Member of the House Financial Services and Small Business Committees","luetkemeyer.house.gov","http://luetkemeyer.house.gov/","0","23","https://t.co/HAAAI7JpAI","424","False","5853","False","251","False","False","1849261916","1849261916","False","False","en","359","Missouri's 3rd District","Blaine Luetkemeyer","False","000000","http://abs.twimg.com/images/themes/theme1/bg.png","https://abs.twimg.com/images/themes/theme1/bg.png","False","https://pbs.twimg.com/profile_banners/1849261916/1485281488","http://pbs.twimg.com/profile_images/378800000438535060/543388ceecdec942e3acc30dbeaa26c7_normal.jpeg","https://pbs.twimg.com/profile_images/378800000438535060/543388ceecdec942e3acc30dbeaa26c7_normal.jpeg","E81C4F","000000","000000","000000","False","False","RepBlainePress","1452","Eastern Time (US & Canada)","none","https://t.co/HAAAI7JpAI","-14400","False","","","","","","","","","","",""
"False","1219473526","False","False","Congressman","earlblumenauer.com","http://www.earlblumenauer.com","0","22","http://t.co/jc7xekwWHB","14","False","35558","False","202","True","False","15954997","15954997","False","False","en","1751","Portland, OR","Earl Blumenauer","False","C6E2EE","http://abs.twimg.com/images/themes/theme2/bg.gif","https://abs.twimg.com/images/themes/theme2/bg.gif","False","https://pbs.twimg.com/profile_banners/15954997/1439504673","http://pbs.twimg.com/profile_images/738783806904250368/8LL33DKf_normal.jpg","https://pbs.twimg.com/profile_images/738783806904250368/8LL33DKf_normal.jpg","1F98C7","C6E2EE","DAECF4","663B12","True","False","repblumenauer","2664","Pacific Time (US & Canada)","none","http://t.co/jc7xekwWHB","-25200","True","","","","","","","","","","",""
"False","1306357165","True","False","The official twitter account of Rep. Bobby L. Rush.  For official policy please see http://t.co/biKpeeMhCz.  RT does NOT constitute an endorsement.","","","","","","51","False","11240","False","203","False","False","305216911","305216911","False","False","en","720","D.C./Chicago & SW Suburbs","Bobby L. Rush","False","C0DEED","http://abs.twimg.com/images/themes/theme1/bg.png","https://abs.twimg.com/images/themes/theme1/bg.png","False","https://pbs.twimg.com/profile_banners/305216911/1441821005","http://pbs.twimg.com/profile_images/822121977620074496/O9mQiOtN_normal.jpg","https://pbs.twimg.com/profile_images/822121977620074496/O9mQiOtN_normal.jpg","1DA1F2","C0DEED","DDEEF6","333333","True","False","RepBobbyRush","936","Eastern Time (US & Canada)","none","http://t.co/fZruAAdEJY","-14400","True","description","on.fb.me/iosyMF","http://on.fb.me/iosyMF","84","106","http://t.co/biKpeeMhCz","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","url","rush.house.gov","http://rush.house.gov","0","22","http://t.co/fZruAAdEJY","","","","",""
"False","1294334241","False","False","R-OH https://t.co/2BckMkGpZV","","","","","","96","False","21984","False","2955","False","False","234822928","234822928","False","False","en","769","US Congress","Rep. Bob Gibbs","False","470C0F","http://pbs.twimg.com/profile_background_images/855695774/6a1ec4beae93c4289f67ce4fa6a0a964.jpeg","https://pbs.twimg.com/profile_background_images/855695774/6a1ec4beae93c4289f67ce4fa6a0a964.jpeg","False","https://pbs.twimg.com/profile_banners/234822928/1400698768","http://pbs.twimg.com/profile_images/1212121201/Gibbs_Official_Portrait_flag_twitter_normal.jpg","https://pbs.twimg.com/profile_images/1212121201/Gibbs_Official_Portrait_flag_twitter_normal.jpg","0B14BD","FFFFFF","1D472F","080808","True","False","RepBobGibbs","2746","Eastern Time (US & Canada)","none","https://t.co/PQvRKDIC74","-14400","True","description","facebook.com/RepBobGibbs","http://www.facebook.com/RepBobGibbs","5","28","https://t.co/2BckMkGpZV","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","url","gibbs.house.gov","http://gibbs.house.gov","0","23","https://t.co/PQvRKDIC74","","","","",""
"False","1334939432","False","False","Honored to represent Oregon's First Congressional District.","bonamici.house.gov","http://bonamici.house.gov/","0","22","http://t.co/4mNk46JctA","82","False","13478","False","1106","True","False","558769636","558769636","False","False","en","687","","Suzanne Bonamici","False","325B9D","http://pbs.twimg.com/profile_background_images/807131658/03fe990b1ae5e82cbae51757c2c22626.jpeg","https://pbs.twimg.com/profile_background_images/807131658/03fe990b1ae5e82cbae51757c2c22626.jpeg","False","https://pbs.twimg.com/profile_banners/558769636/1362179856","http://pbs.twimg.com/profile_images/378800000084043080/816f970a918a5d6fe798f5451dd249d7_normal.jpeg","https://pbs.twimg.com/profile_images/378800000084043080/816f970a918a5d6fe798f5451dd249d7_normal.jpeg","0084B4","FFFFFF","DDEEF6","333333","True","False","RepBonamici","1926","Pacific Time (US & Canada)","none","http://t.co/4mNk46JctA","-25200","True","","","","","","","","","","",""
"False","1331223914","False","False","US Representative for the people of Ohio's 2nd District, Physician, Army Reservist, Dad, Lifelong Ohioan","wenstrup.house.gov","http://wenstrup.house.gov","0","23","https://t.co/PMxYuFsMOw","684","False","11966","False","964","False","False","518644221","518644221","False","False","en","468","","Brad Wenstrup","False","B30000","http://abs.twimg.com/images/themes/theme15/bg.png","https://abs.twimg.com/images/themes/theme15/bg.png","False","https://pbs.twimg.com/profile_banners/518644221/1495835005","http://pbs.twimg.com/profile_images/378800000172004781/b7b9dc516fbf3a3a1f5bbfff3ae9aa51_normal.png","https://pbs.twimg.com/profile_images/378800000172004781/b7b9dc516fbf3a3a1f5bbfff3ae9aa51_normal.png","B30000","FFFFFF","DDEEF6","333333","True","False","RepBradWenstrup","4319","Eastern Time (US & Canada)","none","https://t.co/PMxYuFsMOw","-14400","True","","","","","","","","","","",""
"False","1274900032","False","False","Proudly representing Pennsylvania's 1st District in House of Representatives.  Born & Raised in Philadelphia.  Fighting for Equality and Democracy.","brady.house.gov","http://www.brady.house.gov","0","22","http://t.co/UXBZB1hRh5","40","False","11044","False","715","True","False","148453195","148453195","False","False","en","766","Philly - Delco - DC","Bob Brady","False","C0DEED","http://pbs.twimg.com/profile_background_images/344918034408607175/4c500e597e2384db187aaced721b1a63.jpeg","https://pbs.twimg.com/profile_background_images/344918034408607175/4c500e597e2384db187aaced721b1a63.jpeg","False","","http://pbs.twimg.com/profile_images/933274859/New_Image_normal.JPG","https://pbs.twimg.com/profile_images/933274859/New_Image_normal.JPG","0084B4","FFFFFF","DDEEF6","333333","True","False","RepBrady","675","Eastern Time (US & Canada)","none","http://t.co/UXBZB1hRh5","-14400","False","","","","","","","","","","",""
"False","1293467469","False","False","Congressman from Pennsylvania. Proudly representing Philadelphia and Montco. Notre Dame & Harvard alum. Husband, dad and eternally hopeful Philly sports fan.","VoteBoyle.com","http://www.VoteBoyle.com","0","23","https://t.co/oaFinQ1Mq6","2136","False","9614","False","958","False","True","231108733","231108733","True","False","en","399","Philadelphia and Washington","US Rep Brendan Boyle","False","000000","http://abs.twimg.com/images/themes/theme1/bg.png","https://abs.twimg.com/images/themes/theme1/bg.png","False","https://pbs.twimg.com/profile_banners/231108733/1485134923","http://pbs.twimg.com/profile_images/823350128597749760/ws8BE18c_normal.jpg","https://pbs.twimg.com/profile_images/823350128597749760/ws8BE18c_normal.jpg","1B95E0","000000","000000","000000","False","False","RepBrendanBoyle","4661","Atlantic Time (Canada)","none","https://t.co/oaFinQ1Mq6","-10800","True","","","","","","","","","","",""
"False","1418909333","False","False","Honored to serve citizens of #TX36 in U.S. Congress. Chairman of @HouseScience Space Subcommittee and Member of House @Transport Committee.","facebook.com/RepBrianBabin","http://www.facebook.com/RepBrianBabin","0","23","https://t.co/tJRjOi3OmN","554","False","6202","False","632","True","False","2929491549","2929491549","False","False","en","377","","Brian Babin","False","000000","http://abs.twimg.com/images/themes/theme1/bg.png","https://abs.twimg.com/images/themes/theme1/bg.png","False","https://pbs.twimg.com/profile_banners/2929491549/1485534172","http://pbs.twimg.com/profile_images/558035287444430848/jDt7bcmR_normal.jpeg","https://pbs.twimg.com/profile_images/558035287444430848/jDt7bcmR_normal.jpeg","3B94D9","000000","000000","000000","False","False","RepBrianBabin","1756","Eastern Time (US & Canada)","none","https://t.co/tJRjOi3OmN","-14400","True","","","","","","","","","","",""
"False","1483456839","False","False","An independent voice for the people of #PA08. Former FBI Special Agent & Federal Prosecutor. EMT, CPA & Philly sports fan. #GoBirds","","","","","","31","False","2500","False","128","False","False","816303263586914304","816303263586914304","False","False","en","125","Levittown, PA","Brian Fitzpatrick","False","000000","http://abs.twimg.com/images/themes/theme1/bg.png","https://abs.twimg.com/images/themes/theme1/bg.png","False","https://pbs.twimg.com/profile_banners/816303263586914304/1494448592","http://pbs.twimg.com/profile_images/816305471699243008/qg8PJ31p_normal.jpg","https://pbs.twimg.com/profile_images/816305471699243008/qg8PJ31p_normal.jpg","19CF86","000000","000000","000000","False","False","RepBrianFitz","410","null","none","null","null","True","","","","","","","","","","",""
"False","1240246026","False","False","Official account for the Office of Congressman Brian Higgins (NY-26) representing portions of Erie and Niagara counties. http://t.co/Cpl0TlH2JW","","","","","","88","False","20464","False","3161","True","False","33576489","33576489","False","False","en","944","WNY and Washington, DC","Brian Higgins","False","0B868C","http://pbs.twimg.com/profile_background_images/139968021/twitter4-bg.jpg","https://pbs.twimg.com/profile_background_images/139968021/twitter4-bg.jpg","False","https://pbs.twimg.com/profile_banners/33576489/1401727504","http://pbs.twimg.com/profile_images/655008552243761152/vHUDf1-r_normal.jpg","https://pbs.twimg.com/profile_images/655008552243761152/vHUDf1-r_normal.jpg","0084B4","BDDCAD","DDFFCC","333333","True","False","RepBrianHiggins","11958","Eastern Time (US & Canada)","none","http://t.co/O0L2n6ZElF","-14400","True","description","on.fb.me/repbrianhiggins","http://on.fb.me/repbrianhiggins","121","143","http://t.co/Cpl0TlH2JW","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","url","higgins.house.gov","http://higgins.house.gov","0","22","http://t.co/O0L2n6ZElF","","","","",""
"False","1482932481","True","False","Proud husband, father of 3 & Army veteran.  Humbly serving the 18th Congressional District of Florida. Please  contact me if you need assistance.","mast.house.gov","http://www.mast.house.gov","0","23","https://t.co/RvOcSkIg4F","7","False","3413","False","452","False","False","814103950404239360","814103950404239360","False","False","en","127","","Rep. Brian Mast","False","F5F8FA","null","null","False","https://pbs.twimg.com/profile_banners/814103950404239360/1491832654","http://pbs.twimg.com/profile_images/816019324381122560/NZ8G8uHO_normal.jpg","https://pbs.twimg.com/profile_images/816019324381122560/NZ8G8uHO_normal.jpg","1DA1F2","C0DEED","DDEEF6","333333","True","False","RepBrianMast","305","null","none","https://t.co/RvOcSkIg4F","null","True","","","","","","","","","","",""
"False","1483634927","True","False","Official Twitter page for U.S. Representative Lisa Blunt Rochester (D-DE). Tweets from Rep. Blunt Rochester signed -LBR.","bluntrochester.house.gov","http://bluntrochester.house.gov/","0","23","https://t.co/Fe3XCG51wO","66","False","2135","False","249","False","False","817050219007328258","817050219007328258","False","False","en","92","Delaware, USA - Washington, DC","Rep. Blunt Rochester","False","F5F8FA","null","null","False","https://pbs.twimg.com/profile_banners/817050219007328258/1483635132","http://pbs.twimg.com/profile_images/817051346759254016/ZmuMqcBi_normal.jpg","https://pbs.twimg.com/profile_images/817051346759254016/ZmuMqcBi_normal.jpg","1DA1F2","C0DEED","DDEEF6","333333","True","False","RepBRochester","139","null","none","https://t.co/Fe3XCG51wO","null","True","","","","","","","","","","",""
"False","1387482138","False","False","I am proud to represent Alabama's First Congressional District in the U.S. House of Representatives.","byrne.house.gov","http://byrne.house.gov","0","23","https://t.co/u2pktSNMc6","682","False","12416","False","3395","True","False","2253968388","2253968388","False","False","en","481","Southwest Alabama","Rep. Bradley Byrne","False","020A63","http://pbs.twimg.com/profile_background_images/378800000164718229/vpmANG24.jpeg","https://pbs.twimg.com/profile_background_images/378800000164718229/vpmANG24.jpeg","False","https://pbs.twimg.com/profile_banners/2253968388/1436476540","http://pbs.twimg.com/profile_images/855241085190373376/WZdF4LuN_normal.jpg","https://pbs.twimg.com/profile_images/855241085190373376/WZdF4LuN_normal.jpg","FA0505","FFFFFF","DDEEF6","333333","True","False","RepByrne","9369","Atlantic Time (Canada)","none","https://t.co/u2pktSNMc6","-10800","True","","","","","","","","","","",""
"False","1483422126","False","False","Proudly representing California's 24th Congressional District.","carbajal.house.gov","https://carbajal.house.gov/","0","23","https://t.co/NUyaVL9EFp","55","False","2936","False","578","False","True","816157667882373120","816157667882373120","False","False","en","122","","Rep. Salud Carbajal","False","000000","http://abs.twimg.com/images/themes/theme1/bg.png","https://abs.twimg.com/images/themes/theme1/bg.png","False","https://pbs.twimg.com/profile_banners/816157667882373120/1483423693","http://pbs.twimg.com/profile_images/816159403837689856/JWpxP6rU_normal.jpg","https://pbs.twimg.com/profile_images/816159403837689856/JWpxP6rU_normal.jpg","1B95E0","000000","000000","000000","False","False","RepCarbajal","193","Pacific Time (US & Canada)","none","https://t.co/NUyaVL9EFp","-25200","True","","","","","","","","","","",""
"False","1361895155","False","False","Proud to represent California's 29th District - the San Fernando Valley - in U.S. Congress. Member of @HouseCommerce; Democratic Assistant Whip.","cardenas.house.gov","http://cardenas.house.gov","0","23","https://t.co/LEayHjDmFc","362","False","12139","False","1396","True","False","1222257180","1222257180","False","False","en","612","San Fernando Valley, CA","Rep. Tony Cárdenas","False","C0DEED","http://pbs.twimg.com/profile_background_images/558376856341073921/f4I7EKMO.jpeg","https://pbs.twimg.com/profile_background_images/558376856341073921/f4I7EKMO.jpeg","False","https://pbs.twimg.com/profile_banners/1222257180/1469120835","http://pbs.twimg.com/profile_images/755204724702515200/DsctQkU0_normal.jpg","https://pbs.twimg.com/profile_images/755204724702515200/DsctQkU0_normal.jpg","0084B4","FFFFFF","DDEEF6","333333","True","False","RepCardenas","6471","Pacific Time (US & Canada)","none","https://t.co/LEayHjDmFc","-25200","True","","","","","","","","","","",""
"False","1345752356","True","False","Proudly representing Pennsylvania's 17th Congressional District.","cartwright.house.gov","http://cartwright.house.gov","0","23","https://t.co/IwArkZd0HO","11","False","7891","False","1915","False","False","776664410","776664410","False","False","en","452","Moosic, PA","Matt Cartwright","False","C0DEED","http://abs.twimg.com/images/themes/theme1/bg.png","https://abs.twimg.com/images/themes/theme1/bg.png","False","https://pbs.twimg.com/profile_banners/776664410/1446048782","http://pbs.twimg.com/profile_images/426102071914287104/8hutNByi_normal.jpeg","https://pbs.twimg.com/profile_images/426102071914287104/8hutNByi_normal.jpeg","1DA1F2","C0DEED","DDEEF6","333333","True","False","RepCartwright","1854","Eastern Time (US & Canada)","none","https://t.co/IwArkZd0HO","-14400","True","","","","","","","","","","",""
"False","1483391789","True","False","Representing Florida's 13th Congressional District in the U.S. House of Representatives.","crist.house.gov","http://www.crist.house.gov","0","23","https://t.co/sRAl6TocNC","16","False","2695","False","167","True","False","816030424778543104","816030424778543104","False","False","en","118","St Petersburg, FL","Rep. Charlie Crist","False","F5F8FA","null","null","False","https://pbs.twimg.com/profile_banners/816030424778543104/1490903836","http://pbs.twimg.com/profile_images/821404691007471616/coBO0h0x_normal.jpg","https://pbs.twimg.com/profile_images/821404691007471616/coBO0h0x_normal.jpg","1DA1F2","C0DEED","DDEEF6","333333","True","False","RepCharlieCrist","311","Eastern Time (US & Canada)","none","https://t.co/sRAl6TocNC","-14400","True","","","","","","","","","","",""
